Provincia;Partido;Localidad
BUENOS AIRES;25 de Mayo;25 de Mayo
BUENOS AIRES;25 de Mayo;Agustín Mosconi
BUENOS AIRES;25 de Mayo;Del Valle
BUENOS AIRES;25 de Mayo;Ernestina
BUENOS AIRES;25 de Mayo;Gobernador Ugarte
BUENOS AIRES;25 de Mayo;Lucas Monteverde
BUENOS AIRES;25 de Mayo;Norberto de la Riestra
BUENOS AIRES;25 de Mayo;Pedernales
BUENOS AIRES;25 de Mayo;San Enrique
BUENOS AIRES;25 de Mayo;Valdés
BUENOS AIRES;9 de Julio;12 de Octubre
BUENOS AIRES;9 de Julio;9 de Julio
BUENOS AIRES;9 de Julio;Alfredo Demarchi  (Est. Facundo Quiroga)
BUENOS AIRES;9 de Julio;Dudignac
BUENOS AIRES;9 de Julio;Manuel B. Gonnet  (Est. French)
BUENOS AIRES;9 de Julio;Morea
BUENOS AIRES;9 de Julio;Patricios
BUENOS AIRES;9 de Julio;Villa General Fournier  (Est. 9 de Julio Sud)
BUENOS AIRES;Adolfo Alsina;Carhué
BUENOS AIRES;Adolfo Alsina;Colonia San Miguel Arcángel
BUENOS AIRES;Adolfo Alsina;Esteban Agustín Gascón
BUENOS AIRES;Adolfo Alsina;Maza
BUENOS AIRES;Adolfo Alsina;Rivera
BUENOS AIRES;Adolfo Gonzales Chaves;Adolfo Gonzales Chaves  (Est. Chaves)
BUENOS AIRES;Adolfo Gonzales Chaves;De la Garma
BUENOS AIRES;Adolfo Gonzales Chaves;Juan E. Barra
BUENOS AIRES;Adolfo Gonzales Chaves;Vásquez
BUENOS AIRES;Alberti;Alberti   (Est. Andrés Vaccarezza)
BUENOS AIRES;Alberti;Coronel Seguí
BUENOS AIRES;Alberti;Mechita
BUENOS AIRES;Alberti;Villa Ortiz  (Est. Coronel Mom)
BUENOS AIRES;Almirante Brown;Adrogué
BUENOS AIRES;Almirante Brown;Burzaco
BUENOS AIRES;Almirante Brown;Claypole
BUENOS AIRES;Almirante Brown;Don Orione
BUENOS AIRES;Almirante Brown;Glew
BUENOS AIRES;Almirante Brown;Jose Mármol
BUENOS AIRES;Almirante Brown;Longchamps
BUENOS AIRES;Almirante Brown;Malvinas Argentinas
BUENOS AIRES;Almirante Brown;Ministro Rivadavia
BUENOS AIRES;Almirante Brown;Rafael Calzada
BUENOS AIRES;Almirante Brown;San Francisco Solano
BUENOS AIRES;Almirante Brown;San Jose
BUENOS AIRES;AMBA;Otros
BUENOS AIRES;Arrecifes;Arrecifes
BUENOS AIRES;Arrecifes;Todd
BUENOS AIRES;Arrecifes;Viña
BUENOS AIRES;Avellaneda;Avellaneda
BUENOS AIRES;Avellaneda;Crucesita
BUENOS AIRES;Avellaneda;Dock Sud
BUENOS AIRES;Avellaneda;Gerli
BUENOS AIRES;Avellaneda;Pineyro
BUENOS AIRES;Avellaneda;Sarandí
BUENOS AIRES;Avellaneda;Villa Domínico
BUENOS AIRES;Avellaneda;Wilde
BUENOS AIRES;Ayacucho;Ayacucho
BUENOS AIRES;Ayacucho;La Constancia
BUENOS AIRES;Ayacucho;Solanet
BUENOS AIRES;Ayacucho;Udaquiola
BUENOS AIRES;Azul;Azul
BUENOS AIRES;Azul;Cacharí
BUENOS AIRES;Azul;Chillar
BUENOS AIRES;Bahía Blanca;Bahía Blanca
BUENOS AIRES;Bahía Blanca;Cabildo
BUENOS AIRES;Bahía Blanca;General Daniel Cerri  (Est. General Cerri)
BUENOS AIRES;Bahía Blanca;Ingeniero White
BUENOS AIRES;Balcarce;Balcarce
BUENOS AIRES;Balcarce;Los Pinos
BUENOS AIRES;Balcarce;Napaleofú
BUENOS AIRES;Balcarce;Ramos Otero
BUENOS AIRES;Balcarce;San Agustín
BUENOS AIRES;Balcarce;Villa Laguna La Brava
BUENOS AIRES;Baradero;Baradero
BUENOS AIRES;Baradero;Irineo Portela
BUENOS AIRES;Baradero;Santa Coloma
BUENOS AIRES;Baradero;Villa Alsina  (Est. Alsina)
BUENOS AIRES;Benito Juárez;Barker
BUENOS AIRES;Benito Juárez;Benito Juárez  (Est. Juárez)
BUENOS AIRES;Benito Juárez;López
BUENOS AIRES;Benito Juárez;Villa Cacique  (Est. Alfredo Fortabat)
BUENOS AIRES;Berazategui;Berazategui
BUENOS AIRES;Berazategui;Berazategui Oeste
BUENOS AIRES;Berazategui;Carlos Tomás Sourigues
BUENOS AIRES;Berazategui;Centro Agrícola El Pato
BUENOS AIRES;Berazategui;Guillermo E. Hudson
BUENOS AIRES;Berazategui;Juan María Gutierrez
BUENOS AIRES;Berazategui;Pereyra
BUENOS AIRES;Berazategui;Plátanos
BUENOS AIRES;Berazategui;Ranelagh
BUENOS AIRES;Berazategui;Villa España
BUENOS AIRES;Berisso;Barrio El Carmen (Este)
BUENOS AIRES;Berisso;Berisso
BUENOS AIRES;Berisso;Villa Arguello
BUENOS AIRES;Berisso;Villa Nueva
BUENOS AIRES;Berisso;Villa Progreso
BUENOS AIRES;Bolívar;Hale
BUENOS AIRES;Bolívar;Juan F. Ibarra
BUENOS AIRES;Bolívar;Otros
BUENOS AIRES;Bolívar;Pirovano
BUENOS AIRES;Bolívar;San Carlos de Bolívar  (Est. Bolívar)
BUENOS AIRES;Bolívar;Urdampilleta
BUENOS AIRES;Bragado;Bragado
BUENOS AIRES;Bragado;Comodoro Py
BUENOS AIRES;Bragado;General O'Brien
BUENOS AIRES;Bragado;Irala
BUENOS AIRES;Bragado;Mechita (Est. Mecha)
BUENOS AIRES;Bragado;Olascoaga
BUENOS AIRES;Bragado;Warnes
BUENOS AIRES;Brandsen;Coronel Brandsen
BUENOS AIRES;Brandsen;Jeppener
BUENOS AIRES;Campana;Alto Los Cardales
BUENOS AIRES;Campana;Barrio Los Pioneros
BUENOS AIRES;Campana;Campana
BUENOS AIRES;Campana;Chacras Del Río Luján
BUENOS AIRES;Campana;Lomas del Río Luján (Est. Río Luján)
BUENOS AIRES;Cañuelas;Alejandro Petión
BUENOS AIRES;Cañuelas;Barrio Belgrano-Máximo Paz
BUENOS AIRES;Cañuelas;Barrio El Taladro
BUENOS AIRES;Cañuelas;Cañuelas
BUENOS AIRES;Cañuelas;Gobernador Udaondo
BUENOS AIRES;Cañuelas;Máximo Paz
BUENOS AIRES;Cañuelas;Santa Rosa
BUENOS AIRES;Cañuelas;Uribelarrea
BUENOS AIRES;Cañuelas;Vicente Casares
BUENOS AIRES;Capitán Sarmiento;Capitán Sarmiento
BUENOS AIRES;Capitán Sarmiento;La Luisa
BUENOS AIRES;Carlos Casares;Cadret
BUENOS AIRES;Carlos Casares;Carlos Casares
BUENOS AIRES;Carlos Casares;La Sofía
BUENOS AIRES;Carlos Casares;Mauricio Hirsch
BUENOS AIRES;Carlos Casares;Moctezuma
BUENOS AIRES;Carlos Casares;Santo Tomás
BUENOS AIRES;Carlos Casares;Smith
BUENOS AIRES;Carlos Tejedor;Carlos Tejedor
BUENOS AIRES;Carlos Tejedor;Colonia Seré
BUENOS AIRES;Carlos Tejedor;Curarú
BUENOS AIRES;Carlos Tejedor;Timote
BUENOS AIRES;Carlos Tejedor;Tres Algarrobos  (Est. Cuenca)
BUENOS AIRES;Carmen de Areco;Carmen de Areco
BUENOS AIRES;Carmen de Areco;Pueblo Gouin
BUENOS AIRES;Carmen de Areco;Tres Sargentos
BUENOS AIRES;Castelli;Castelli
BUENOS AIRES;Castelli;Centro Guerrero
BUENOS AIRES;Castelli;Cerro De La Gloria
BUENOS AIRES;Chacabuco;Castilla
BUENOS AIRES;Chacabuco;Chacabuco
BUENOS AIRES;Chacabuco;O'Higgins
BUENOS AIRES;Chacabuco;Rawson
BUENOS AIRES;Chascomús;Barrio San Cayetano
BUENOS AIRES;Chascomús;Chascomús
BUENOS AIRES;Chascomús;Manuel J. Cobo  (Est. Lezama)
BUENOS AIRES;Chivilcoy;Benitez
BUENOS AIRES;Chivilcoy;Chivilcoy
BUENOS AIRES;Chivilcoy;Emilio Ayarza
BUENOS AIRES;Chivilcoy;Gorostiaga
BUENOS AIRES;Chivilcoy;La Rica
BUENOS AIRES;Chivilcoy;Moquehuá
BUENOS AIRES;Chivilcoy;Ramón Biaus
BUENOS AIRES;Chivilcoy;San Sebastián
BUENOS AIRES;Colón;Colón
BUENOS AIRES;Colón;Pearson
BUENOS AIRES;Colón;Sarasa
BUENOS AIRES;Coronel de Marina L. Rosales;Bajo Hondo
BUENOS AIRES;Coronel de Marina L. Rosales;Balneario Pehuen Co
BUENOS AIRES;Coronel de Marina L. Rosales;Pago Chico
BUENOS AIRES;Coronel de Marina L. Rosales;Punta Alta  (Est Almirante Solier)
BUENOS AIRES;Coronel de Marina L. Rosales;Villa del Mar
BUENOS AIRES;Coronel de Marina L. Rosales;Villa General Arias  (Est. Kilómetro 638)
BUENOS AIRES;Coronel Dorrego;Balneario Marisol
BUENOS AIRES;Coronel Dorrego;Coronel Dorrego
BUENOS AIRES;Coronel Dorrego;El Perdido  (Est. José A. Guisasola)
BUENOS AIRES;Coronel Dorrego;Oriente
BUENOS AIRES;Coronel Pringles;Coronel Pringles  (Est. Pringles)
BUENOS AIRES;Coronel Pringles;Indio Rico
BUENOS AIRES;Coronel Suárez;Coronel Suárez
BUENOS AIRES;Coronel Suárez;Huanguelén
BUENOS AIRES;Coronel Suárez;Pasman
BUENOS AIRES;Coronel Suárez;San José
BUENOS AIRES;Coronel Suárez;Santa María
BUENOS AIRES;Coronel Suárez;Santa Trinidad
BUENOS AIRES;Coronel Suárez;Villa La Arcadia
BUENOS AIRES;Daireaux;Daireaux
BUENOS AIRES;Daireaux;Salazar
BUENOS AIRES;Dolores;Dolores
BUENOS AIRES;Dolores;Sevigne
BUENOS AIRES;Ensenada;Ensenada
BUENOS AIRES;Ensenada;Villa Catela
BUENOS AIRES;Escobar;Belen de Escobar
BUENOS AIRES;Escobar;El cazador
BUENOS AIRES;Escobar;Garín
BUENOS AIRES;Escobar;Ingeniero Maschwitz
BUENOS AIRES;Escobar;Loma Verde
BUENOS AIRES;Escobar;Maquinista F. Savio (este)
BUENOS AIRES;Escobar;Matheu
BUENOS AIRES;Esteban Echeverría;9 De Abril
BUENOS AIRES;Esteban Echeverría;Canning
BUENOS AIRES;Esteban Echeverría;El Jagüel
BUENOS AIRES;Esteban Echeverría;Luis Guillón
BUENOS AIRES;Esteban Echeverría;Monte Grande
BUENOS AIRES;Esteban Echeverría;Zona Aeropuerto Internacional Ezeiza
BUENOS AIRES;Exaltación de la Cruz;Arroyo de la Cruz
BUENOS AIRES;Exaltación de la Cruz;Capilla del Señor  (Est. Capilla)
BUENOS AIRES;Exaltación de la Cruz;El Remanso
BUENOS AIRES;Exaltación de la Cruz;Los Cardales
BUENOS AIRES;Exaltación de la Cruz;Parada Orlando
BUENOS AIRES;Exaltación de la Cruz;Parada Robles - Pavón
BUENOS AIRES;Ezeiza;Aeropuerto Internacional Ezeiza
BUENOS AIRES;Ezeiza;Canning
BUENOS AIRES;Ezeiza;Carlos Spegazzini
BUENOS AIRES;Ezeiza;José Maria Ezeiza
BUENOS AIRES;Ezeiza;La Unión
BUENOS AIRES;Ezeiza;Otros
BUENOS AIRES;Ezeiza;Tristán Suarez
BUENOS AIRES;Florencio Varela;Bosques
BUENOS AIRES;Florencio Varela;Estanislao Severo Zeballos
BUENOS AIRES;Florencio Varela;Florencio Varela
BUENOS AIRES;Florencio Varela;Gobernador Julio A. Costa
BUENOS AIRES;Florencio Varela;Ingeniero Juan Allan
BUENOS AIRES;Florencio Varela;La Capilla
BUENOS AIRES;Florencio Varela;la rotonda
BUENOS AIRES;Florencio Varela;Villa Brown
BUENOS AIRES;Florencio Varela;Villa San Luis
BUENOS AIRES;Florencio Varela;Villa Santa Rosa
BUENOS AIRES;Florencio Varela;Villa Vatteone
BUENOS AIRES;Florentino Ameghino;Blaquier
BUENOS AIRES;Florentino Ameghino;Florentino Ameghino
BUENOS AIRES;Florentino Ameghino;Porvenir
BUENOS AIRES;General Alvarado;Centinela Del Mar
BUENOS AIRES;General Alvarado;Comandante Nicanor Otamendi
BUENOS AIRES;General Alvarado;Mar del Sur
BUENOS AIRES;General Alvarado;Mechongué
BUENOS AIRES;General Alvarado;Miramar
BUENOS AIRES;General Alvear;General Alvear
BUENOS AIRES;General Arenales;Arribeños
BUENOS AIRES;General Arenales;Ascensión
BUENOS AIRES;General Arenales;Ferré
BUENOS AIRES;General Arenales;General Arenales
BUENOS AIRES;General Arenales;La Angelita
BUENOS AIRES;General Arenales;La Trinidad
BUENOS AIRES;General Belgrano;General Belgrano
BUENOS AIRES;General Belgrano;Gorchs
BUENOS AIRES;General Guido;General Guido
BUENOS AIRES;General Guido;Labarden
BUENOS AIRES;General Juan Madariaga;General Juan Madariaga
BUENOS AIRES;General La Madrid;General La Madrid
BUENOS AIRES;General La Madrid;Las Martinetas
BUENOS AIRES;General Las Heras;General Las Heras  (Est. Las Heras)
BUENOS AIRES;General Las Heras;Lozano
BUENOS AIRES;General Las Heras;Villars
BUENOS AIRES;General Lavalle;Chacras de San Clemente
BUENOS AIRES;General Lavalle;General Lavalle
BUENOS AIRES;General Lavalle;Otros
BUENOS AIRES;General Lavalle;Pavón
BUENOS AIRES;General Paz;Loma Verde
BUENOS AIRES;General Paz;Ranchos
BUENOS AIRES;General Paz;Villanueva  (Ap. Río Salado)
BUENOS AIRES;General Pinto;Colonia San Ricardo  (Est. Iriarte)
BUENOS AIRES;General Pinto;General Pinto
BUENOS AIRES;General Pinto;Germania  (Est. Mayor José Orellano)
BUENOS AIRES;General Pinto;Villa Francia  (Est. Coronel Granada)
BUENOS AIRES;General Pueyrredón;Barrio Colinas Verdes
BUENOS AIRES;General Pueyrredón;Barrio El Boquerón
BUENOS AIRES;General Pueyrredón;Barrio El Casal
BUENOS AIRES;General Pueyrredón;Barrio El Coyunco
BUENOS AIRES;General Pueyrredón;Barrio La Gloria
BUENOS AIRES;General Pueyrredón;Barrio Santa Paula
BUENOS AIRES;General Pueyrredón;Batán
BUENOS AIRES;General Pueyrredón;Camet
BUENOS AIRES;General Pueyrredón;Chapadmalal
BUENOS AIRES;General Pueyrredón;El Marquesado
BUENOS AIRES;General Pueyrredón;Estación Chapadmalal
BUENOS AIRES;General Pueyrredón;Mar del Plata
BUENOS AIRES;General Pueyrredón;Otros
BUENOS AIRES;General Pueyrredón;Sierra de los Padres
BUENOS AIRES;General Rodríguez;Barrio Ruta 24 Kilómetro 10
BUENOS AIRES;General Rodríguez;General Rodríguez
BUENOS AIRES;General San Martín;Barrio Parque General San Martin
BUENOS AIRES;General San Martín;Billinghurst
BUENOS AIRES;General San Martín;Ciudad Del Libertador General San Martin
BUENOS AIRES;General San Martín;Ciudad Jardin El Libertador
BUENOS AIRES;General San Martín;Otros
BUENOS AIRES;General San Martín;Va Ma Irene De Los Remedios De Escalada
BUENOS AIRES;General San Martín;Villa Ayacucho
BUENOS AIRES;General San Martín;Villa Ballester
BUENOS AIRES;General San Martín;Villa Bernardo Monteagudo
BUENOS AIRES;General San Martín;Villa Chacabuco
BUENOS AIRES;General San Martín;Villa Coronel Jose M. Zapiola
BUENOS AIRES;General San Martín;Villa General Antonio J.  De Sucre
BUENOS AIRES;General San Martín;Villa General Eugenio Necochea
BUENOS AIRES;General San Martín;Villa General Jose Tomas Guido
BUENOS AIRES;General San Martín;Villa General Juan G. Las Heras
BUENOS AIRES;General San Martín;Villa Godoy Cruz
BUENOS AIRES;General San Martín;Villa Granaderos De San Martín
BUENOS AIRES;General San Martín;Villa Gregoria Matorras
BUENOS AIRES;General San Martín;Villa José León Suarez
BUENOS AIRES;General San Martín;Villa Juan Martín De Pueyrredon
BUENOS AIRES;General San Martín;Villa Libertad
BUENOS AIRES;General San Martín;Villa Lynch
BUENOS AIRES;General San Martín;Villa Maipu
BUENOS AIRES;General San Martín;Villa Marqués Alejandro  María De Aguado
BUENOS AIRES;General San Martín;Villa Parque Pres Figueroa Alcorta
BUENOS AIRES;General San Martín;Villa Parque San Lorenzo
BUENOS AIRES;General San Martín;Villa San Andrés
BUENOS AIRES;General San Martín;Villa Yapeyú
BUENOS AIRES;General Viamonte;Baigorrita
BUENOS AIRES;General Viamonte;Los Toldos
BUENOS AIRES;General Viamonte;Zavalía
BUENOS AIRES;General Villegas;Banderaló
BUENOS AIRES;General Villegas;Cañada Seca
BUENOS AIRES;General Villegas;Coronel Charlone
BUENOS AIRES;General Villegas;Emilio V. Bunge
BUENOS AIRES;General Villegas;General Villegas  (Est. Villegas)
BUENOS AIRES;General Villegas;Piedritas
BUENOS AIRES;General Villegas;Santa Regina
BUENOS AIRES;Guaminí;Arroyo Venado
BUENOS AIRES;Guaminí;Casbas
BUENOS AIRES;Guaminí;Guaminí
BUENOS AIRES;Guaminí;Laguna Alsina  (Est. Bonifacio)
BUENOS AIRES;Hipólito Yrigoyen;Henderson
BUENOS AIRES;Hurlingham;Hurlingham
BUENOS AIRES;Hurlingham;Villa Santos Tesei
BUENOS AIRES;Hurlingham;William C. Morris
BUENOS AIRES;Ituzaingó;Ituzaingó Centro
BUENOS AIRES;Ituzaingó;Ituzaingó Sur
BUENOS AIRES;Ituzaingó;Otros
BUENOS AIRES;Ituzaingó;Villa Gobernador Udaondo
BUENOS AIRES;José C. Paz;Del Viso
BUENOS AIRES;José C. Paz;José C Paz
BUENOS AIRES;José C. Paz;Tortuguitas
BUENOS AIRES;Junín;Agustín Roca
BUENOS AIRES;Junín;Agustina
BUENOS AIRES;Junín;Balneario Laguna de Gómez
BUENOS AIRES;Junín;Fortín Tiburcio
BUENOS AIRES;Junín;Junín
BUENOS AIRES;Junín;Laplacette
BUENOS AIRES;Junín;Morse
BUENOS AIRES;Junín;Saforcada
BUENOS AIRES;La Costa;Aguas Verdes
BUENOS AIRES;La Costa;Las Toninas
BUENOS AIRES;La Costa;Lucila Del Mar
BUENOS AIRES;La Costa;Mar de Ajó - San Bernardo
BUENOS AIRES;La Costa;San Clemente del Tuyú
BUENOS AIRES;La Costa;Santa Teresita - Mar del Tuyú
BUENOS AIRES;La Matanza;20 De Junio
BUENOS AIRES;La Matanza;Aldo Bonzi
BUENOS AIRES;La Matanza;Ciudad Evita
BUENOS AIRES;La Matanza;Gonzalez Catán
BUENOS AIRES;La Matanza;Gregorio De Laferrere
BUENOS AIRES;La Matanza;Isidro Casanova
BUENOS AIRES;La Matanza;La Tablada
BUENOS AIRES;La Matanza;Lomas Del Mirador
BUENOS AIRES;La Matanza;Rafael Castillo
BUENOS AIRES;La Matanza;Ramos Mejía
BUENOS AIRES;La Matanza;San Justo
BUENOS AIRES;La Matanza;Tapiales
BUENOS AIRES;La Matanza;Villa  Eduardo Madero
BUENOS AIRES;La Matanza;Villa Luzuriaga
BUENOS AIRES;La Matanza;Virrey Del Pino
BUENOS AIRES;La Plata;Abasto
BUENOS AIRES;La Plata;Angel Etcheverry
BUENOS AIRES;La Plata;Arana
BUENOS AIRES;La Plata;Arturo Segui
BUENOS AIRES;La Plata;Barrio El Carmen Oeste
BUENOS AIRES;La Plata;Barrio El Peligro
BUENOS AIRES;La Plata;Barrio Gambier
BUENOS AIRES;La Plata;City Bell
BUENOS AIRES;La Plata;colonia la plata
BUENOS AIRES;La Plata;Country Club El Rodeo
BUENOS AIRES;La Plata;El Retiro
BUENOS AIRES;La Plata;Ignacio Correas
BUENOS AIRES;La Plata;Joaquin Gorina
BUENOS AIRES;La Plata;Jose Hernandez
BUENOS AIRES;La Plata;Jose Melchor Romero
BUENOS AIRES;La Plata;La Cumbre
BUENOS AIRES;La Plata;La Plata
BUENOS AIRES;La Plata;Lisandro Olmos
BUENOS AIRES;La Plata;Los Hornos
BUENOS AIRES;La Plata;Manuel B Gonnet
BUENOS AIRES;La Plata;Otros
BUENOS AIRES;La Plata;Ringuelet
BUENOS AIRES;La Plata;ruta del sol
BUENOS AIRES;La Plata;Tolosa
BUENOS AIRES;La Plata;Transradio
BUENOS AIRES;La Plata;Villa Elisa
BUENOS AIRES;La Plata;Villa Elvira
BUENOS AIRES;La Plata;Villa Garibaldi
BUENOS AIRES;La Plata;Villa Montoro
BUENOS AIRES;La Plata;Villa Parque Sicardi
BUENOS AIRES;Lanús;Gerli
BUENOS AIRES;Lanús;Lanús Este
BUENOS AIRES;Lanús;Lanús Oeste
BUENOS AIRES;Lanús;Monte Chingolo
BUENOS AIRES;Lanús;Remedios Escalada De San Martin
BUENOS AIRES;Lanús;Valentín Alsina
BUENOS AIRES;Laprida;Laprida
BUENOS AIRES;Laprida;Pueblo Nuevo
BUENOS AIRES;Laprida;Pueblo San Jorge
BUENOS AIRES;Las Flores;Coronel Boerr
BUENOS AIRES;Las Flores;El Trigo
BUENOS AIRES;Las Flores;Las Flores
BUENOS AIRES;Las Flores;Pardo
BUENOS AIRES;Leandro N. Alem;Alberdi Viejo
BUENOS AIRES;Leandro N. Alem;El Dorado
BUENOS AIRES;Leandro N. Alem;Fortín Acha
BUENOS AIRES;Leandro N. Alem;Juan Bautista Alberdi  (Est. Alberdi)
BUENOS AIRES;Leandro N. Alem;Leandro N. Alem
BUENOS AIRES;Leandro N. Alem;Vedia
BUENOS AIRES;Lincoln;Arenaza
BUENOS AIRES;Lincoln;Bayauca
BUENOS AIRES;Lincoln;Carlos Salas
BUENOS AIRES;Lincoln;Coronel Martínez de Hoz  (Ap. Kilómetro 322)
BUENOS AIRES;Lincoln;El Triunfo
BUENOS AIRES;Lincoln;Las Toscas
BUENOS AIRES;Lincoln;Lincoln
BUENOS AIRES;Lincoln;Pasteur
BUENOS AIRES;Lincoln;Roberts
BUENOS AIRES;Lobería;Licenciado Matienzo
BUENOS AIRES;Lobería;Lobería
BUENOS AIRES;Lobería;Pieres
BUENOS AIRES;Lobería;San Manuel
BUENOS AIRES;Lobos;Antonio Carboni
BUENOS AIRES;Lobos;Elvira
BUENOS AIRES;Lobos;Lobos
BUENOS AIRES;Lobos;Salvador María
BUENOS AIRES;Lomas De Zamora;Banfield
BUENOS AIRES;Lomas De Zamora;Llavallol
BUENOS AIRES;Lomas De Zamora;Lomas De Zamora
BUENOS AIRES;Lomas De Zamora;Temperley
BUENOS AIRES;Lomas De Zamora;Turdera
BUENOS AIRES;Lomas De Zamora;Villa Centenario
BUENOS AIRES;Lomas De Zamora;Villa Fiorito
BUENOS AIRES;Luján;Barrio Las Casuarinas
BUENOS AIRES;Luján;Carlos Keen
BUENOS AIRES;Luján;Cortines
BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui)
BUENOS AIRES;Luján;Lezica y Torrezuri
BUENOS AIRES;Luján;Luján
BUENOS AIRES;Luján;Olivera
BUENOS AIRES;Luján;Open Door  (Est. Dr. Domingo Cabred)
BUENOS AIRES;Luján;Otros
BUENOS AIRES;Luján;Torres
BUENOS AIRES;Magdalena;General Mansilla  (Est. Bartolomé Bavio)
BUENOS AIRES;Magdalena;Magdalena
BUENOS AIRES;Magdalena;Vieytes
BUENOS AIRES;Maipú;Las Armas
BUENOS AIRES;Maipú;Maipú
BUENOS AIRES;Maipú;Santo Domingo
BUENOS AIRES;Malvinas Argentinas;Area De Promocion El Triángulo
BUENOS AIRES;Malvinas Argentinas;Grand Bourg
